fixed_acidity,volatile_acidity,total_sulfur_dioxide,alcohol,quality,color
7.0,0.65,25.0,9.5,6,red
7.0,0.65,25.0,9.5,6,red
9.4,0.615,72.0,9.7,5,red
11.8,0.38,19.0,10.8,6,red
10.6,1.02,88.0,10.1,6,red
7.0,0.65,25.0,9.5,6,red
7.0,0.64,23.0,9.4,6,red
7.5,0.38,84.0,9.6,4,red
9.1,0.765,14.0,9.7,4,red
8.4,1.035,54.0,9.9,5,red
7.0,0.78,19.0,10.0,5,red
7.4,0.49,37.0,10.5,5,red
7.8,0.545,35.0,11.6,6,red
9.7,0.31,33.0,10.0,6,red
10.6,1.025,84.0,10.1,5,red
8.9,0.565,112.0,9.5,5,red
8.7,0.69,33.0,9.4,5,red
8.0,0.43,48.0,9.4,5,red
9.9,0.74,77.0,9.8,5,red
7.2,0.49,34.0,9.2,6,red
8.0,0.43,48.0,9.4,5,red
7.6,0.46,49.0,10.0,5,red
8.4,0.56,22.0,9.6,5,red
7.1,0.66,45.0,9.5,5,red
8.4,0.56,22.0,9.6,5,red
8.9,0.48,106.0,9.2,5,red
7.6,0.42,48.0,10.0,5,red
7.1,0.31,127.0,9.5,5,red
7.5,1.115,12.0,11.2,4,red
9.0,0.66,13.0,10.4,5,red
8.1,0.72,49.0,11.1,6,red
6.4,0.57,11.0,9.5,5,red
6.4,0.57,11.0,9.5,5,red
6.4,0.865,58.0,12.7,6,red
9.5,0.55,37.0,9.6,5,red
8.9,0.875,14.0,11.5,5,red
7.3,0.835,19.0,9.6,5,red
7.0,0.45,72.0,9.5,5,red
7.7,0.56,39.0,9.3,5,red
7.7,0.965,22.0,9.5,5,red
7.7,0.965,22.0,9.5,5,red
8.2,0.59,58.0,9.3,6,red
9.0,0.46,104.0,9.2,5,red
9.0,0.69,38.0,9.3,5,red
8.3,0.76,16.0,11.5,6,red
9.2,0.53,139.0,9.5,5,red
6.5,0.615,18.0,9.2,5,red
11.6,0.41,101.0,10.0,5,red
11.1,0.39,101.0,9.5,5,red
7.3,0.51,28.0,9.5,6,red
8.2,0.34,57.0,9.0,6,red
8.6,0.33,68.0,9.4,5,red
7.2,0.5,31.0,9.6,6,red
7.3,0.51,28.0,9.5,6,red
8.3,0.65,40.0,9.5,5,red
8.3,0.65,40.0,9.5,5,red
7.6,0.54,66.0,9.4,5,red
8.3,0.65,40.0,9.5,5,red
7.8,0.48,32.0,9.1,6,red
7.8,0.91,47.0,10.7,6,red
6.3,0.98,33.0,11.2,6,red
8.1,0.87,31.0,9.8,5,red
8.1,0.87,31.0,9.8,5,red
8.8,0.42,88.0,9.2,5,red
9.0,0.58,104.0,9.7,5,red
9.3,0.655,35.0,9.6,5,red
8.8,0.7,19.0,10.0,6,red
9.3,0.655,35.0,9.6,5,red
9.1,0.68,44.0,9.5,6,red
9.2,0.67,48.0,9.5,6,red
8.8,0.59,74.0,9.4,5,red
7.5,0.6,98.0,9.5,5,red
7.1,0.59,94.0,9.7,6,red
7.9,0.72,32.0,9.6,5,red
7.1,0.59,94.0,9.7,6,red
9.4,0.685,143.0,9.4,5,red
9.5,0.57,144.0,9.4,5,red
7.9,0.4,44.0,9.5,6,red
7.9,0.4,45.0,9.5,6,red
7.2,1.0,16.0,10.0,5,red
6.9,0.765,48.0,10.3,6,red
6.9,0.635,18.0,10.3,6,red
8.3,0.43,34.0,10.5,5,red
7.1,0.52,92.0,9.8,5,red
7.0,0.57,45.0,9.4,6,red
6.5,0.46,37.0,9.8,5,red
9.0,0.82,96.0,10.0,5,red
6.5,0.46,37.0,9.8,5,red
7.1,0.59,85.0,9.8,5,red
9.9,0.35,61.0,9.5,5,red
9.9,0.35,61.0,9.5,5,red
10.0,0.56,58.0,10.1,6,red
10.0,0.56,58.0,10.1,6,red
8.6,0.63,119.0,9.3,5,red
7.4,0.37,82.0,9.7,6,red
8.8,0.64,130.0,9.6,5,red
7.1,0.61,87.0,9.7,6,red
7.7,0.6,13.0,10.8,5,red
10.1,0.27,26.0,12.5,6,red
10.8,0.89,60.0,10.2,5,red
8.7,0.46,64.0,9.6,5,red
9.3,0.37,42.0,10.8,7,red
9.4,0.5,14.0,10.7,6,red
9.4,0.5,14.0,10.7,6,red
7.2,0.61,108.0,9.4,5,red
8.6,0.55,17.0,10.0,5,red
5.1,0.585,86.0,12.9,7,red
7.7,0.56,46.0,9.6,6,red
8.4,0.52,18.0,9.9,6,red
8.2,0.28,10.0,12.8,7,red
8.4,0.25,10.0,12.5,7,red
8.2,0.28,10.0,12.8,7,red
7.4,0.53,12.0,9.2,5,red
7.6,0.48,15.0,10.3,6,red
7.3,0.49,14.0,10.5,5,red
12.9,0.5,24.0,10.9,6,red
10.8,0.45,38.0,10.8,5,red
6.9,0.39,7.0,11.4,4,red
12.6,0.41,41.0,11.3,6,red
10.8,0.45,38.0,10.8,5,red
9.8,0.51,30.0,10.5,6,red
10.8,0.29,27.0,11.9,6,red
7.1,0.715,47.0,9.4,5,red
9.1,0.66,59.0,9.6,5,red
7.0,0.685,22.0,9.7,5,red
4.9,0.42,42.0,14.0,7,red
6.7,0.54,36.0,9.8,5,red
6.7,0.54,36.0,9.8,5,red
7.1,0.48,16.0,10.3,5,red
7.1,0.46,37.0,10.7,5,red
7.5,0.27,8.0,11.0,7,red
7.1,0.46,37.0,10.7,5,red
7.8,0.57,45.0,12.7,8,red
5.9,0.61,24.0,11.1,6,red
7.5,0.685,9.0,10.9,4,red
5.9,0.61,24.0,11.1,6,red
10.4,0.44,48.0,9.9,3,red
11.6,0.47,51.0,9.9,4,red
8.8,0.685,23.0,9.4,5,red
7.6,0.665,55.0,9.3,5,red
6.7,0.28,100.0,11.7,7,red
6.7,0.28,100.0,11.7,7,red
10.1,0.31,28.0,11.2,7,red
6.0,0.5,26.0,10.0,5,red
11.1,0.42,34.0,12.1,7,red
6.6,0.66,31.0,10.3,5,red
10.6,0.5,68.0,10.9,6,red
7.1,0.685,92.0,9.4,5,red
9.9,0.25,42.0,10.6,6,red
6.4,0.64,31.0,9.8,5,red
6.4,0.64,31.0,9.8,5,red
7.4,0.68,39.0,9.9,6,red
6.4,0.64,31.0,9.8,5,red
6.4,0.63,32.0,9.8,5,red
9.3,0.43,22.0,9.5,5,red
9.3,0.43,22.0,9.5,5,red
8.0,0.42,122.0,9.7,5,red
9.3,0.36,55.0,10.9,6,red
9.3,0.36,55.0,10.9,6,red
7.6,0.735,14.0,11.7,7,red
9.3,0.36,55.0,10.9,6,red
8.2,0.26,47.0,11.3,7,red
11.7,0.28,32.0,10.6,7,red
6.8,0.56,24.0,11.2,6,red
7.2,0.62,85.0,9.5,5,red
5.8,1.01,88.0,11.5,6,red
7.5,0.42,25.0,10.4,5,red
7.2,0.62,84.0,9.7,5,red
7.2,0.62,85.0,9.5,5,red
7.2,0.635,86.0,9.7,5,red
6.8,0.49,24.0,11.3,6,red
6.9,0.51,22.0,11.2,6,red
6.8,0.56,24.0,11.2,6,red
7.6,0.63,43.0,10.9,6,red
7.7,0.715,43.0,11.8,6,red
6.9,0.56,46.0,10.6,5,red
7.3,0.35,48.0,10.0,4,red
9.1,0.21,10.0,11.1,7,red
10.4,0.38,10.0,11.8,7,red
8.8,0.31,16.0,11.8,7,red
7.1,0.47,14.0,10.9,4,red
7.7,0.715,43.0,11.8,6,red
8.8,0.61,69.0,10.0,6,red
7.2,0.6,88.0,9.5,5,red
9.2,0.56,21.0,9.9,5,red
7.6,0.715,35.0,11.4,6,red
8.4,0.31,26.0,12.0,6,red
7.2,0.6,88.0,9.5,5,red
8.8,0.61,69.0,10.0,6,red
8.9,0.75,30.0,10.5,5,red
9.0,0.8,28.0,10.4,6,red
10.7,0.52,56.0,12.1,7,red
6.8,0.57,64.0,11.2,6,red
10.7,0.9,99.0,9.3,5,red
7.2,0.34,52.0,10.1,5,red
7.2,0.66,86.0,9.7,5,red
10.1,0.45,18.0,9.3,6,red
7.2,0.66,86.0,9.7,5,red
7.2,0.63,88.0,9.8,6,red
7.1,0.59,43.0,10.7,6,red
8.3,0.31,43.0,12.5,7,red
7.1,0.59,43.0,10.7,6,red
8.3,0.31,43.0,12.5,7,red
8.3,1.02,11.0,11.0,3,red
8.9,0.31,39.0,11.8,5,red
7.4,0.635,33.0,10.8,7,red
7.4,0.635,33.0,10.8,7,red
6.8,0.59,18.0,10.8,7,red
6.8,0.59,18.0,10.8,7,red
9.2,0.58,115.0,9.5,5,red
7.2,0.54,78.0,11.0,5,red
6.1,0.56,9.0,11.5,6,red
7.4,0.52,61.0,10.8,6,red
7.3,0.305,11.0,11.5,6,red
9.3,0.38,11.0,13.2,6,red
9.1,0.28,9.0,10.9,6,red
10.0,0.46,8.0,12.2,6,red
9.4,0.395,10.0,12.2,7,red
7.3,0.305,11.0,11.5,6,red
8.6,0.315,6.0,11.9,6,red
5.3,0.715,62.0,11.0,5,red
6.8,0.41,45.0,10.1,6,red
8.4,0.36,79.0,11.0,6,red
8.4,0.62,46.0,11.8,6,red
9.6,0.41,23.0,10.5,5,red
8.4,0.36,79.0,11.0,6,red
8.4,0.62,46.0,11.8,6,red
6.8,0.41,45.0,10.1,6,red
8.6,0.47,28.0,11.2,5,red
8.6,0.22,77.0,11.0,7,red
9.4,0.24,73.0,10.2,6,red
8.4,0.67,75.0,9.2,4,red
8.6,0.47,28.0,11.2,5,red
8.7,0.33,19.0,12.0,7,red
6.6,0.61,25.0,10.5,5,red
7.4,0.61,38.0,9.8,5,red
7.6,0.4,66.0,9.5,6,red
7.4,0.61,38.0,9.8,5,red
6.6,0.61,25.0,10.5,5,red
8.8,0.3,72.0,11.8,6,red
8.8,0.3,72.0,11.8,6,red
12.0,0.63,26.0,10.4,4,red
7.2,0.38,42.0,12.9,7,red
6.2,0.46,11.0,11.4,5,red
9.6,0.33,25.0,12.4,7,red
9.9,0.27,17.0,12.5,7,red
10.1,0.43,52.0,10.0,7,red
9.8,0.5,45.0,9.7,7,red
8.3,0.3,24.0,12.1,7,red
10.2,0.44,20.0,11.1,7,red
10.2,0.44,24.0,12.0,7,red
8.3,0.28,12.0,12.4,7,red
8.9,0.12,21.0,11.9,7,red
8.9,0.12,21.0,11.9,7,red
8.9,0.12,21.0,11.9,7,red
8.3,0.28,12.0,12.4,7,red
8.2,0.31,10.0,11.2,7,red
10.2,0.34,9.0,12.1,7,red
7.6,0.43,11.0,12.2,6,red
8.5,0.21,23.0,10.4,5,red
9.0,0.36,10.0,11.3,6,red
9.5,0.37,51.0,11.1,6,red
6.4,0.57,36.0,11.3,7,red
8.0,0.59,32.0,10.0,5,red
8.5,0.47,38.0,11.1,6,red
7.1,0.56,18.0,9.3,5,red
6.6,0.57,16.0,9.5,5,red
8.8,0.27,27.0,11.2,6,red
8.5,0.47,38.0,11.1,6,red
8.3,0.34,48.0,11.0,6,red
9.0,0.38,10.0,11.9,7,red
8.5,0.66,113.0,9.2,5,red
9.0,0.4,46.0,12.2,6,red
6.7,0.56,22.0,10.2,5,red
10.4,0.26,10.0,10.9,6,red
10.4,0.26,10.0,10.9,6,red
10.1,0.38,13.0,11.6,7,red
8.5,0.34,12.0,10.7,5,red
8.8,0.33,13.0,12.1,7,red
7.2,0.41,72.0,9.4,5,red
7.2,0.41,72.0,9.4,5,red
8.4,0.59,119.0,9.1,5,red
7.0,0.4,29.0,11.3,7,red
12.2,0.45,6.0,10.4,5,red
9.1,0.5,17.0,10.5,6,red
9.5,0.86,28.0,10.0,5,red
7.3,0.52,70.0,12.9,6,red
9.1,0.5,17.0,10.5,6,red
12.2,0.45,6.0,10.4,5,red
7.4,0.58,11.0,11.3,6,red
9.8,0.34,7.0,11.4,7,red
7.1,0.36,70.0,9.4,5,red
7.7,0.39,27.0,9.4,5,red
9.7,0.295,21.0,10.9,6,red
7.7,0.39,27.0,9.4,5,red
7.1,0.34,68.0,9.4,5,red
6.5,0.4,47.0,9.4,6,red
7.1,0.34,68.0,9.4,5,red
10.0,0.35,88.0,9.4,5,red
7.7,0.6,41.0,10.1,6,red
5.6,0.66,11.0,12.8,7,red
5.6,0.66,11.0,12.8,7,red
8.9,0.84,10.0,9.1,6,red
6.4,0.69,12.0,12.9,6,red
7.5,0.43,12.0,11.5,7,red
9.9,0.35,47.0,10.6,7,red
9.1,0.29,27.0,11.7,7,red
6.8,0.36,8.0,12.8,7,red
8.2,0.43,45.0,10.3,5,red
6.8,0.36,8.0,12.8,7,red
9.1,0.29,27.0,11.7,7,red
9.1,0.3,25.0,11.7,7,red
8.9,0.35,24.0,12.0,7,red
9.6,0.5,55.0,10.9,5,red
8.9,0.28,12.0,12.3,7,red
8.9,0.32,19.0,10.4,6,red
7.7,1.005,32.0,10.0,5,red
7.5,0.71,31.0,10.0,6,red
8.0,0.58,7.0,11.2,6,red
10.5,0.39,27.0,11.4,6,red
8.9,0.38,28.0,12.6,7,red
8.0,0.18,109.0,12.7,6,red
8.0,0.18,109.0,12.7,6,red
7.0,0.5,23.0,10.4,5,red
11.3,0.36,8.0,11.9,6,red
11.3,0.36,8.0,11.9,6,red
7.0,0.51,9.0,10.5,5,red
8.2,0.32,9.0,12.3,6,red
7.7,0.58,18.0,10.5,7,red
8.6,0.83,43.0,10.4,6,red
7.9,0.31,36.0,12.6,6,red
6.4,0.795,52.0,11.6,5,red
7.2,0.34,68.0,10.1,6,red
7.7,0.58,18.0,10.5,7,red
7.1,0.59,14.0,11.5,7,red
7.3,0.55,15.0,11.0,7,red
8.1,0.82,14.0,9.6,5,red
7.5,0.57,27.0,10.4,6,red
8.9,0.745,48.0,9.7,6,red
10.1,0.37,17.0,10.6,7,red
7.6,0.31,35.0,12.5,7,red
7.3,0.91,56.0,9.2,5,red
8.7,0.41,42.0,12.6,7,red
8.9,0.5,39.0,11.1,6,red
7.4,0.965,32.0,10.2,5,red
6.9,0.49,26.0,9.8,6,red
8.9,0.5,39.0,11.1,6,red
9.5,0.39,39.0,10.9,7,red
6.4,0.39,53.0,12.2,6,red
6.9,0.44,38.0,11.4,6,red
7.6,0.78,45.0,10.7,6,red
7.1,0.43,51.0,10.4,5,red
9.3,0.49,14.0,10.9,6,red
9.3,0.5,17.0,10.8,6,red
7.1,0.43,51.0,10.4,5,red
8.5,0.46,45.0,9.2,5,red
5.6,0.605,25.0,12.9,5,red
8.3,0.33,20.0,12.7,7,red
8.2,0.64,77.0,9.1,6,red
8.2,0.64,77.0,9.1,6,red
8.9,0.48,10.0,12.1,7,red
7.6,0.42,90.0,9.1,5,red
9.9,0.53,52.0,11.6,7,red
8.9,0.48,10.0,12.1,7,red
11.6,0.23,8.0,9.9,6,red
9.1,0.4,16.0,12.5,8,red
8.0,0.38,15.0,11.4,6,red
10.2,0.29,17.0,11.8,6,red
8.2,0.74,10.0,11.8,6,red
7.7,0.61,20.0,10.2,6,red
6.6,0.52,26.0,12.5,7,red
11.1,0.31,10.0,10.9,7,red
11.1,0.31,10.0,10.9,7,red
8.0,0.62,52.0,10.8,5,red
9.3,0.33,37.0,11.1,7,red
7.5,0.77,92.0,9.2,5,red
7.2,0.35,75.0,9.5,6,red
8.0,0.62,37.0,10.7,6,red
7.5,0.77,92.0,9.2,5,red
9.1,0.25,67.0,10.2,7,red
9.9,0.32,8.0,11.4,6,red
8.6,0.37,8.0,11.0,5,red
8.6,0.37,8.0,11.0,5,red
7.9,0.3,278.0,12.3,7,red
10.3,0.27,8.0,11.8,6,red
7.9,0.3,289.0,12.3,7,red
7.2,0.38,70.0,9.5,6,red
8.7,0.42,59.0,12.0,6,red
7.2,0.38,70.0,9.5,6,red
6.8,0.48,64.0,9.6,5,red
8.5,0.34,9.0,11.6,7,red
7.9,0.19,30.0,11.2,6,red
11.6,0.41,41.0,9.9,7,red
11.6,0.41,41.0,9.9,7,red
10.0,0.26,74.0,11.8,8,red
7.9,0.34,19.0,11.4,6,red
7.0,0.54,16.0,11.5,6,red
9.2,0.31,31.0,12.0,7,red
6.6,0.725,17.0,10.8,6,red
9.4,0.4,20.0,10.5,5,red
6.6,0.725,17.0,10.8,6,red
8.6,0.52,18.0,9.4,5,red
8.0,0.31,16.0,12.5,7,red
8.6,0.52,18.0,9.4,5,red
8.4,0.34,36.0,12.4,6,red
7.4,0.49,25.0,12.0,6,red
6.1,0.48,30.0,11.2,6,red
7.4,0.49,25.0,12.0,6,red
8.0,0.48,25.0,12.4,6,red
6.3,0.57,49.0,12.8,5,red
8.2,0.23,17.0,12.3,6,red
9.1,0.3,24.0,11.7,7,red
8.1,0.78,13.0,9.5,5,red
10.8,0.47,66.0,10.8,6,red
8.3,0.53,14.0,10.0,6,red
5.4,0.42,55.0,12.3,7,red
7.9,0.33,35.0,11.0,6,red
8.9,0.24,10.0,9.5,6,red
5.0,0.4,80.0,13.6,6,red
7.0,0.69,21.0,11.3,6,red
7.0,0.69,21.0,11.3,6,red
7.0,0.69,21.0,11.3,6,red
7.1,0.39,24.0,13.3,6,red
5.6,0.66,15.0,12.9,5,red
7.9,0.54,17.0,13.1,8,red
6.6,0.5,28.0,12.3,6,red
6.3,0.47,33.0,12.3,6,red
10.7,0.4,29.0,11.2,6,red
6.5,0.58,13.0,11.5,4,red
8.8,0.24,27.0,11.3,7,red
5.8,0.29,11.0,13.5,6,red
6.3,0.76,52.0,11.5,6,red
10.0,0.43,89.0,10.0,5,red
10.5,0.43,70.0,10.5,6,red
9.1,0.6,10.0,10.4,6,red
5.9,0.19,135.0,9.5,5,red
7.4,0.36,38.0,13.6,7,red
7.2,0.48,18.0,11.2,7,red
8.5,0.28,15.0,11.8,7,red
8.0,0.25,50.0,11.9,6,red
10.4,0.52,13.0,11.4,6,red
10.4,0.52,13.0,11.4,6,red
7.5,0.41,94.0,9.1,5,red
8.2,0.51,86.0,9.5,6,red
7.3,0.4,79.0,9.5,6,red
8.2,0.38,71.0,11.0,6,red
6.9,0.45,12.0,11.4,6,red
7.0,0.22,20.0,10.0,6,red
7.3,0.32,70.0,10.1,5,red
8.2,0.2,51.0,10.4,6,red
7.8,0.5,21.0,9.8,6,red
10.0,0.41,14.0,11.8,7,red
7.8,0.39,21.0,11.6,6,red
10.0,0.35,11.0,12.0,6,red
8.2,0.33,12.0,12.8,7,red
6.1,0.58,70.0,12.5,6,red
8.3,0.6,38.0,9.8,5,red
9.6,0.42,38.0,11.1,6,red
6.6,0.58,63.0,11.4,6,red
8.3,0.6,38.0,9.8,5,red
8.5,0.18,88.0,11.8,7,red
5.1,0.51,101.0,12.9,7,red
6.7,0.41,54.0,10.6,6,red
10.2,0.41,37.0,10.8,5,red
10.6,0.36,20.0,11.1,7,red
8.8,0.45,21.0,10.2,6,red
8.5,0.32,19.0,11.8,7,red
9.0,0.785,21.0,10.0,5,red
9.0,0.785,21.0,10.0,5,red
8.5,0.44,38.0,9.4,5,red
9.9,0.54,60.0,10.2,5,red
8.2,0.33,48.0,12.4,7,red
6.5,0.34,44.0,12.0,6,red
7.6,0.5,14.0,11.5,6,red
9.2,0.36,12.0,10.5,6,red
7.1,0.59,44.0,10.8,6,red
9.7,0.42,16.0,12.3,6,red
7.6,0.36,65.0,9.5,6,red
7.6,0.36,65.0,9.5,6,red
6.5,0.61,59.0,11.5,6,red
6.5,0.88,47.0,11.2,4,red
7.1,0.66,11.0,12.7,7,red
5.6,0.915,78.0,11.4,5,red
8.2,0.35,47.0,11.0,6,red
8.2,0.35,47.0,11.0,6,red
9.8,0.39,11.0,11.4,5,red
10.2,0.4,54.0,10.5,6,red
6.8,0.66,61.0,9.3,5,red
6.7,0.64,119.0,10.9,5,red
7.0,0.43,39.0,11.9,6,red
6.6,0.8,12.0,12.2,5,red
7.0,0.43,39.0,11.9,6,red
6.7,0.64,119.0,10.9,5,red
8.8,0.955,19.0,9.6,4,red
9.1,0.4,20.0,12.5,6,red
6.5,0.885,12.0,10.8,5,red
7.2,0.25,41.0,12.4,7,red
6.4,0.885,12.0,10.8,5,red
7.0,0.745,64.0,9.5,6,red
6.2,0.43,56.0,9.5,6,red
7.9,0.58,94.0,9.5,6,red
7.7,0.57,9.0,9.8,6,red
7.7,0.26,77.0,10.9,6,red
7.9,0.58,94.0,9.5,6,red
7.7,0.57,9.0,9.8,6,red
7.9,0.34,10.0,11.2,7,red
8.6,0.42,12.0,11.7,8,red
9.9,0.74,76.0,9.4,5,red
7.2,0.36,44.0,11.0,7,red
7.2,0.36,44.0,11.0,7,red
7.2,0.36,44.0,11.0,7,red
9.9,0.72,52.0,10.0,5,red
7.2,0.36,44.0,11.0,7,red
6.2,0.39,24.0,11.2,7,red
6.8,0.65,15.0,10.4,6,red
6.6,0.44,53.0,9.3,5,red
6.8,0.65,15.0,10.4,6,red
9.6,0.38,13.0,10.5,6,red
10.2,0.33,9.0,10.4,6,red
8.8,0.27,29.0,11.3,6,red
7.9,0.57,79.0,9.5,6,red
8.2,0.34,74.0,12.0,6,red
8.2,0.4,24.0,10.6,6,red
9.0,0.39,50.0,10.9,6,red
10.9,0.32,44.0,11.5,6,red
10.9,0.32,44.0,11.5,6,red
8.1,0.53,89.0,9.6,6,red
10.5,0.36,23.0,12.0,6,red
12.6,0.39,20.0,10.3,6,red
9.2,0.46,77.0,9.4,5,red
7.5,0.58,46.0,9.2,5,red
9.0,0.58,21.0,9.6,5,red
5.1,0.42,88.0,13.6,7,red
7.6,0.43,66.0,9.5,5,red
7.7,0.18,58.0,11.8,6,red
7.8,0.815,90.0,10.8,5,red
7.6,0.43,66.0,9.5,5,red
10.2,0.23,36.0,9.3,4,red
7.1,0.75,18.0,12.8,6,red
6.0,0.33,113.0,11.5,4,red
7.8,0.55,17.0,9.4,6,red
7.1,0.75,18.0,12.8,6,red
8.1,0.73,24.0,9.6,4,red
6.5,0.67,20.0,11.8,4,red
7.5,0.61,60.0,9.3,5,red
9.8,0.37,65.0,9.8,5,red
9.0,0.4,40.0,12.2,6,red
8.3,0.56,86.0,9.5,5,red
5.9,0.29,160.0,10.3,6,red
7.4,0.55,34.0,10.5,5,red
7.4,0.74,48.0,10.0,5,red
7.4,0.55,34.0,10.5,5,red
6.9,0.41,36.0,11.1,6,red
7.1,0.6,37.0,10.9,6,red
7.1,0.6,37.0,10.9,6,red
7.5,0.58,60.0,9.8,5,red
7.1,0.72,14.0,9.8,5,red
7.9,0.66,13.0,9.5,5,red
7.8,0.7,35.0,10.9,5,red
6.1,0.64,46.0,11.0,5,red
7.5,0.59,60.0,9.2,5,red
7.0,0.58,69.0,11.0,6,red
6.8,0.64,33.0,11.3,6,red
6.8,0.64,33.0,11.3,6,red
8.6,0.635,56.0,9.3,5,red
6.3,1.02,24.0,11.2,4,red
9.8,0.45,66.0,9.8,5,red
8.2,0.78,26.0,9.6,4,red
8.5,0.37,51.0,11.8,6,red
7.2,0.57,36.0,10.3,6,red
7.2,0.57,36.0,10.3,6,red
10.4,0.43,19.0,11.4,6,red
6.9,0.41,51.0,9.5,6,red
5.5,0.49,87.0,14.0,8,red
5.0,0.38,60.0,14.0,6,red
7.3,0.44,64.0,11.7,6,red
5.9,0.46,44.0,11.2,5,red
7.5,0.58,44.0,9.3,5,red
7.8,0.58,36.0,11.2,6,red
8.0,0.715,81.0,9.5,6,red
8.5,0.4,10.0,12.0,4,red
7.0,0.69,10.0,9.7,6,red
8.0,0.715,81.0,9.5,6,red
9.8,0.3,9.0,11.5,7,red
7.1,0.46,54.0,10.4,6,red
7.1,0.46,54.0,10.4,6,red
7.9,0.765,22.0,10.9,6,red
8.7,0.63,69.0,10.2,6,red
7.0,0.42,36.0,10.9,5,red
11.3,0.37,47.0,10.5,5,red
7.1,0.16,31.0,12.4,6,red
8.0,0.6,7.0,13.0,5,red
7.0,0.6,110.0,10.2,5,red
7.0,0.6,110.0,10.2,5,red
7.6,0.74,12.0,11.0,5,red
8.2,0.635,60.0,10.9,6,red
5.9,0.395,28.0,12.4,6,red
7.5,0.755,12.0,9.7,4,red
8.2,0.635,60.0,10.9,6,red
6.6,0.63,77.5,9.5,5,red
6.6,0.63,77.5,9.5,5,red
7.2,0.53,29.0,12.1,6,red
5.7,0.6,18.0,12.2,6,red
7.6,1.58,9.0,10.9,3,red
5.2,0.645,28.0,12.5,6,red
6.7,0.86,57.0,11.7,6,red
9.1,0.37,15.0,11.2,6,red
8.0,0.28,68.0,11.2,5,red
7.6,0.79,68.0,9.2,5,red
7.5,0.61,88.0,9.8,5,red
9.7,0.69,91.0,10.1,5,red
6.8,0.68,29.0,11.1,4,red
9.7,0.69,91.0,10.1,5,red
7.0,0.62,63.0,9.2,5,red
7.5,0.61,88.0,9.8,5,red
6.5,0.51,27.0,12.8,6,red
8.0,1.18,41.0,10.5,5,red
7.0,0.36,65.0,10.1,6,red
7.0,0.36,69.0,10.1,6,red
7.5,0.63,91.0,9.8,6,red
5.4,0.74,46.0,12.5,6,red
9.9,0.44,41.0,11.9,6,red
7.5,0.63,91.0,9.8,6,red
9.1,0.76,64.0,9.1,6,red
9.7,0.66,88.0,10.1,5,red
5.0,0.74,46.0,12.5,6,red
9.1,0.34,18.0,11.4,5,red
9.1,0.36,55.0,11.0,7,red
6.7,0.46,34.0,10.6,6,red
6.7,0.46,34.0,10.6,6,red
6.7,0.46,34.0,10.6,6,red
6.7,0.46,34.0,10.6,6,red
6.5,0.52,38.0,9.3,5,red
7.4,0.6,91.0,9.8,6,red
7.4,0.6,91.0,9.8,6,red
7.8,0.87,67.0,9.2,5,red
8.4,0.39,25.0,9.7,6,red
9.1,0.775,48.0,9.6,5,red
7.2,0.835,11.0,10.0,5,red
6.6,0.58,40.0,12.6,6,red
6.0,0.5,26.0,9.5,5,red
6.0,0.5,26.0,9.5,5,red
6.0,0.5,26.0,9.5,5,red
7.5,0.51,31.0,10.5,6,red
7.5,0.51,31.0,10.5,6,red
7.5,0.51,31.0,10.5,6,red
7.6,0.54,31.0,10.4,6,red
7.5,0.51,31.0,10.5,6,red
11.5,0.42,20.0,11.0,5,red
8.2,0.44,28.0,10.2,6,red
6.1,0.59,13.0,11.4,5,red
7.2,0.655,12.0,9.5,5,red
7.2,0.655,12.0,9.5,5,red
6.9,0.57,41.0,10.8,5,red
9.0,0.6,73.0,10.0,5,red
7.2,0.62,46.0,11.8,6,red
7.6,0.645,57.0,10.3,5,red
7.6,0.645,57.0,10.3,5,red
7.2,0.58,28.0,10.0,5,red
6.1,0.32,32.0,10.1,5,red
6.1,0.34,28.0,10.1,5,red
7.3,0.43,67.0,11.1,6,red
7.4,0.64,98.0,9.5,5,red
11.6,0.475,28.0,10.0333333333333,6,red
9.2,0.54,38.0,10.9,5,red
8.3,0.85,54.0,10.1,5,red
11.6,0.475,28.0,10.0333333333333,6,red
8.0,0.83,63.0,9.8,4,red
7.2,0.605,31.0,11.8,6,red
7.8,0.5,42.0,9.5,5,red
7.3,0.74,45.0,9.8,5,red
6.9,0.54,105.0,10.5,6,red
8.0,0.77,74.0,9.8,6,red
6.6,0.61,8.0,10.4,4,red
8.7,0.78,66.0,9.2,5,red
7.5,0.58,14.0,11.6,6,red
8.7,0.78,66.0,9.2,5,red
7.7,0.75,89.0,9.3,5,red
6.8,0.815,29.0,9.8,3,red
7.2,0.56,100.0,9.9,5,red
8.2,0.885,31.0,10.0,5,red
5.2,0.49,74.0,12.2,6,red
7.2,0.45,28.0,9.9,6,red
7.5,0.57,35.0,10.8,6,red
7.5,0.57,35.0,10.8,6,red
6.8,0.83,25.0,9.6,5,red
8.0,0.6,105.0,9.9,5,red
8.0,0.6,105.0,9.9,5,red
7.1,0.755,84.0,9.5,5,red
8.0,0.81,85.0,9.2,5,red
7.4,0.64,23.0,9.6,5,red
7.4,0.64,23.0,9.6,5,red
6.6,0.64,49.0,10.3,5,red
6.7,0.48,111.0,9.7,5,red
6.0,0.49,33.0,12.5,6,red
8.0,0.64,33.0,11.0,5,red
7.1,0.62,12.0,9.8,5,red
